run_id,target_id,target_x,target_y,target_order,target_start_time,goal_accepted_time,target_reached_time,treatment_time,target_completed_time,target_success,attempt_count,replan_count,recovery_count,planned_path_length_m,actual_path_length_m,approach_error_m,final_target_distance_m,final_service_distance_m,planning_time_s,navigation_time_s,total_target_time_s,failure_reason
P2_S1_B1_seed1001,"plant@(2.000,3.000)",2.0,3.0,1,24.5,24.8,34.5,39.5,39.5,True,1,0,0,,2.6932105665117945,1.0880914483277702,1.0880914483277702,1.0880914483277702,,9.7,15.0,
P2_S1_B1_seed1001,"plant@(12.000,2.000)",12.0,2.0,2,24.7,39.7,104.8,109.8,109.8,True,1,0,0,,16.54825987212461,1.006441377241173,1.006441377241173,1.006441377241173,,65.1,85.1,
P2_S1_B1_seed1001,"plant@(15.000,5.000)",15.0,5.0,3,24.7,110.0,131.0,136.0,136.0,True,1,0,0,,3.1757218729341212,1.141533656497717,1.141533656497717,1.141533656497717,,21.0,111.3,
P2_S1_B1_seed1002,"plant@(2.000,3.000)",2.0,3.0,1,24.4,24.7,33.9,38.9,38.9,True,1,0,0,,2.6139614070131625,1.1410892851521552,1.1410892851521552,1.1410892851521552,,9.2,14.5,
P2_S1_B1_seed1002,"plant@(12.000,2.000)",12.0,2.0,2,24.6,39.1,104.6,109.6,109.6,True,1,0,0,,16.530601917422313,1.113491548438124,1.113491548438124,1.113491548438124,,65.5,85.0,
P2_S1_B1_seed1002,"plant@(15.000,5.000)",15.0,5.0,3,24.6,109.8,,,156.3,0,1,0,0,,3.055327626699632,,,,,,,Direct target goal failed; reason=navigation_timeout
P2_S1_B1_seed1003,"plant@(2.000,3.000)",2.0,3.0,1,21.0,21.3,31.0,36.0,36.0,True,1,0,0,,2.695757260475965,1.080993182893368,1.080993182893368,1.080993182893368,,9.7,15.0,
P2_S1_B1_seed1003,"plant@(12.000,2.000)",12.0,2.0,2,21.2,36.2,100.9,105.9,105.9,True,1,0,0,,16.378191753891894,1.12675470163983,1.12675470163983,1.12675470163983,,64.7,84.7,
P2_S1_B1_seed1003,"plant@(15.000,5.000)",15.0,5.0,3,21.2,106.1,124.2,129.2,129.2,True,1,0,0,,2.922063102425003,1.147725187981647,1.147725187981647,1.147725187981647,,18.10000000000001,107.99999999999999,
P2_S1_B1_seed1004,"plant@(2.000,3.000)",2.0,3.0,1,29.0,29.3,38.6,43.6,43.6,True,1,0,0,,2.6261836082813446,1.1339836565334047,1.1339836565334047,1.1339836565334047,,9.3,14.600000000000001,
P2_S1_B1_seed1004,"plant@(12.000,2.000)",12.0,2.0,2,29.2,43.8,110.2,115.2,115.2,True,1,0,0,,16.54689447905602,0.9994346844834803,0.9994346844834803,0.9994346844834803,,66.4,86.0,
P2_S1_B1_seed1004,"plant@(15.000,5.000)",15.0,5.0,3,29.2,115.4,,,162.8,0,1,0,0,,3.047686755919082,,,,,,,Direct target goal failed; reason=navigation_timeout
P2_S1_B1_seed1005,"plant@(2.000,3.000)",2.0,3.0,1,20.7,21.0,30.7,35.7,35.7,True,1,0,0,,2.6851447180341412,1.091420085364206,1.091420085364206,1.091420085364206,,9.7,15.000000000000004,
P2_S1_B1_seed1005,"plant@(12.000,2.000)",12.0,2.0,2,20.9,35.9,100.7,105.7,105.7,True,1,0,0,,16.321387401307327,1.1303387014805397,1.1303387014805397,1.1303387014805397,,64.80000000000001,84.80000000000001,
P2_S1_B1_seed1005,"plant@(15.000,5.000)",15.0,5.0,3,20.9,105.9,,,152.6,0,1,0,0,,3.113196161387666,,,,,,,Direct target goal failed; reason=navigation_timeout
P2_S1_B1_seed1006,"plant@(2.000,3.000)",2.0,3.0,1,20.5,20.8,30.0,35.0,35.0,True,1,0,0,,2.6168270833434475,1.0850666273640484,1.0850666273640484,1.0850666273640484,,9.2,14.5,
P2_S1_B1_seed1006,"plant@(12.000,2.000)",12.0,2.0,2,20.7,35.2,100.6,105.6,105.6,True,1,0,0,,16.47477064913323,1.0342485697023702,1.0342485697023702,1.0342485697023702,,65.39999999999999,84.89999999999999,
P2_S1_B1_seed1006,"plant@(15.000,5.000)",15.0,5.0,3,20.7,105.8,,,153.1,0,1,0,0,,3.3198069575250493,,,,,,,Direct target goal failed; reason=navigation_timeout
P2_S1_B1_seed1007,"plant@(2.000,3.000)",2.0,3.0,1,24.5,24.8,34.0,39.0,39.0,True,1,0,0,,2.634152266164794,1.119946050143231,1.119946050143231,1.119946050143231,,9.2,14.5,
P2_S1_B1_seed1007,"plant@(12.000,2.000)",12.0,2.0,2,24.7,39.2,104.2,109.2,109.2,True,1,0,0,,16.508445214245416,1.0567378294711733,1.0567378294711733,1.0567378294711733,,65.0,84.5,
P2_S1_B1_seed1007,"plant@(15.000,5.000)",15.0,5.0,3,24.7,109.4,127.5,132.5,132.5,True,1,0,0,,2.9428128596891523,1.1394617198156645,1.1394617198156645,1.1394617198156645,,18.099999999999994,107.8,
P2_S1_B1_seed1008,"plant@(2.000,3.000)",2.0,3.0,1,20.9,21.2,30.7,35.7,35.7,True,1,0,0,,2.714641548567613,1.074711074190294,1.074711074190294,1.074711074190294,,9.5,14.800000000000004,
P2_S1_B1_seed1008,"plant@(12.000,2.000)",12.0,2.0,2,21.1,35.9,99.1,104.1,104.1,True,1,0,0,,16.368087945509863,1.1064151296925233,1.1064151296925233,1.1064151296925233,,63.199999999999996,83.0,
P2_S1_B1_seed1008,"plant@(15.000,5.000)",15.0,5.0,3,21.1,104.3,188.9,193.9,193.9,True,1,0,0,,3.697603084346829,1.1157547165002133,1.1157547165002133,1.1157547165002133,,84.60000000000001,172.8,
P2_S1_B1_seed1009,"plant@(2.000,3.000)",2.0,3.0,1,20.8,21.1,30.3,35.3,35.3,True,1,0,0,,2.6250227402837845,1.1393722869542329,1.1393722869542329,1.1393722869542329,,9.2,14.499999999999996,
P2_S1_B1_seed1009,"plant@(12.000,2.000)",12.0,2.0,2,21.0,35.5,102.1,107.1,107.1,True,1,0,0,,16.602244929340962,0.989138167064776,0.989138167064776,0.989138167064776,,66.6,86.1,
P2_S1_B1_seed1009,"plant@(15.000,5.000)",15.0,5.0,3,21.0,107.3,124.7,129.7,129.7,True,1,0,0,,3.013845619613321,1.1358284530334255,1.1358284530334255,1.1358284530334255,,17.400000000000006,108.69999999999999,
P2_S1_B1_seed1010,"plant@(2.000,3.000)",2.0,3.0,1,24.2,24.5,34.3,39.3,39.3,True,1,0,0,,2.695978719359839,1.087858155655255,1.087858155655255,1.087858155655255,,9.799999999999997,15.099999999999998,
P2_S1_B1_seed1010,"plant@(12.000,2.000)",12.0,2.0,2,24.4,39.5,105.2,110.2,110.2,True,1,0,0,,16.33722951219079,1.1494644641042004,1.1494644641042004,1.1494644641042004,,65.7,85.80000000000001,
P2_S1_B1_seed1010,"plant@(15.000,5.000)",15.0,5.0,3,24.4,110.4,,,250.1,0,1,0,0,,4.611472041928434,,,,,,,Direct target goal failed; reason=navigation_timeout
P2_S1_B2_seed1001,"plant@(2.000,3.000)",2.0,3.0,1,24.3,24.8,,,38.6,0,1,0,0,3.169875174869212,2.946861091687711,,,,0.21515399400959723,,,Single candidate navigation failed; reason=service_pose_reached_target_outside_treatment_radius
P2_S1_B2_seed1001,"plant@(12.000,2.000)",12.0,2.0,2,24.5,,,,38.8,0,1,0,0,,,,,,,,,Single candidate infeasible; rejected_reason=nav2_planner_no_path
P2_S1_B2_seed1001,"plant@(15.000,5.000)",15.0,5.0,3,24.7,39.5,,,92.5,0,1,0,0,16.340931730284208,15.779968867273714,,,,0.2834682819957379,,,Single candidate navigation failed; reason=service_pose_reached_target_outside_treatment_radius
P2_S1_B2_seed1002,"plant@(2.000,3.000)",2.0,3.0,1,24.7,25.2,,,37.9,0,1,0,0,3.169875174869212,2.9591097219828755,,,,0.2504028340044897,,,Single candidate navigation failed; reason=service_pose_reached_target_outside_treatment_radius
P2_S1_B2_seed1002,"plant@(12.000,2.000)",12.0,2.0,2,24.9,,,,38.1,0,1,0,0,,,,,,,,,Single candidate infeasible; rejected_reason=nav2_planner_no_path
P2_S1_B2_seed1002,"plant@(15.000,5.000)",15.0,5.0,3,25.1,38.8,,,211.3,0,1,0,0,16.31981785748131,17.854427211940312,,,,0.2554703150235582,,,Single candidate navigation failed; reason=service_pose_reached_target_outside_treatment_radius
